note,note_str,instrument,instrument_str,pitch,velocity,sample_rate,qualities,qualities_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,WavPath,fold
132277,mallet_acoustic_047-084-075,488,mallet_acoustic_047,84,75,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",5,mallet,0,acoustic,mallet_acoustic_047-084-075.wav,2
242559,bass_synthetic_134-060-050,914,bass_synthetic_134,60,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-060-050.wav,2
168433,mallet_acoustic_062-105-075,644,mallet_acoustic_062,105,75,16000,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-105-075.wav,2
72187,guitar_acoustic_021-093-127,457,guitar_acoustic_021,93,127,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",3,guitar,0,acoustic,guitar_acoustic_021-093-127.wav,2
247095,keyboard_synthetic_000-104-127,577,keyboard_synthetic_000,104,127,16000,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]","['bright', 'distortion', 'fast_decay', 'nonlinear_env', 'percussive']",4,keyboard,2,synthetic,keyboard_synthetic_000-104-127.wav,3
275229,keyboard_electronic_002-104-025,50,keyboard_electronic_002,104,25,16000,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['bright', 'fast_decay', 'percussive']",4,keyboard,1,electronic,keyboard_electronic_002-104-025.wav,3
234065,bass_synthetic_098-066-050,803,bass_synthetic_098,66,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_098-066-050.wav,3
102232,keyboard_electronic_003-056-127,65,keyboard_electronic_003,56,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_003-056-127.wav,5
173189,bass_synthetic_033-108-050,417,bass_synthetic_033,108,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_033-108-050.wav,3
248728,keyboard_electronic_069-040-075,805,keyboard_electronic_069,40,75,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_069-040-075.wav,1
95491,guitar_acoustic_021-062-075,457,guitar_acoustic_021,62,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_021-062-075.wav,1
108789,reed_acoustic_023-036-075,224,reed_acoustic_023,36,75,16000,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-036-075.wav,4
24331,string_acoustic_056-062-127,436,string_acoustic_056,62,127,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","['fast_decay', 'reverb']",8,string,0,acoustic,string_acoustic_056-062-127.wav,1
199369,organ_electronic_007-012-100,123,organ_electronic_007,12,100,16000,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['distortion', 'long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-012-100.wav,1
140632,guitar_acoustic_014-048-100,263,guitar_acoustic_014,48,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-048-100.wav,5
151766,keyboard_electronic_003-081-075,65,keyboard_electronic_003,81,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_003-081-075.wav,5
304536,organ_electronic_057-079-050,701,organ_electronic_057,79,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-079-050.wav,5
140592,reed_acoustic_037-054-025,387,reed_acoustic_037,54,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],7,reed,0,acoustic,reed_acoustic_037-054-025.wav,2
251270,keyboard_electronic_098-086-050,905,keyboard_electronic_098,86,50,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],4,keyboard,1,electronic,keyboard_electronic_098-086-050.wav,1
142021,reed_acoustic_037-061-127,387,reed_acoustic_037,61,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],7,reed,0,acoustic,reed_acoustic_037-061-127.wav,3
207342,organ_electronic_113-053-025,958,organ_electronic_113,53,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_113-053-025.wav,1
24529,reed_acoustic_018-072-075,183,reed_acoustic_018,72,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_018-072-075.wav,3
280524,organ_electronic_104-067-075,921,organ_electronic_104,67,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-067-075.wav,3
84597,string_acoustic_056-047-025,436,string_acoustic_056,47,25,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","['fast_decay', 'reverb']",8,string,0,acoustic,string_acoustic_056-047-025.wav,2
125427,flute_synthetic_000-035-050,82,flute_synthetic_000,35,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-035-050.wav,2
101445,reed_acoustic_037-071-127,387,reed_acoustic_037,71,127,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",7,reed,0,acoustic,reed_acoustic_037-071-127.wav,1
146873,organ_electronic_113-043-025,958,organ_electronic_113,43,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_113-043-025.wav,4
156042,bass_synthetic_034-043-127,420,bass_synthetic_034,43,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","['distortion', 'tempo-synced']",0,bass,2,synthetic,bass_synthetic_034-043-127.wav,5
173467,guitar_acoustic_021-090-025,457,guitar_acoustic_021,90,25,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",3,guitar,0,acoustic,guitar_acoustic_021-090-025.wav,1
291895,organ_electronic_007-094-075,123,organ_electronic_007,94,75,16000,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","['long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-094-075.wav,3
294613,organ_electronic_104-077-075,921,organ_electronic_104,77,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-077-075.wav,3
176420,guitar_acoustic_015-057-100,316,guitar_acoustic_015,57,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],3,guitar,0,acoustic,guitar_acoustic_015-057-100.wav,4
221389,bass_synthetic_068-029-100,656,bass_synthetic_068,29,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_068-029-100.wav,1
105680,guitar_electronic_028-039-100,510,guitar_electronic_028,39,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-039-100.wav,4
297316,keyboard_electronic_003-063-025,65,keyboard_electronic_003,63,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_003-063-025.wav,3
195967,organ_electronic_113-037-100,958,organ_electronic_113,37,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_113-037-100.wav,2
276677,organ_electronic_028-040-075,440,organ_electronic_028,40,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-040-075.wav,1
269550,bass_electronic_025-043-025,872,bass_electronic_025,43,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_025-043-025.wav,2
108164,guitar_electronic_028-029-100,510,guitar_electronic_028,29,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-029-100.wav,1
155147,guitar_acoustic_015-033-025,316,guitar_acoustic_015,33,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],3,guitar,0,acoustic,guitar_acoustic_015-033-025.wav,1
189169,keyboard_electronic_002-049-127,50,keyboard_electronic_002,49,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_002-049-127.wav,1
151486,bass_synthetic_033-069-127,417,bass_synthetic_033,69,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_033-069-127.wav,2
78217,bass_synthetic_068-071-050,656,bass_synthetic_068,71,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_068-071-050.wav,2
283377,bass_electronic_018-032-025,759,bass_electronic_018,32,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_018-032-025.wav,4
42861,brass_acoustic_016-065-075,128,brass_acoustic_016,65,75,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],1,brass,0,acoustic,brass_acoustic_016-065-075.wav,1
184615,mallet_acoustic_062-095-050,644,mallet_acoustic_062,95,50,16000,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['fast_decay', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-095-050.wav,3
84066,flute_synthetic_000-105-100,82,flute_synthetic_000,105,100,16000,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['bright', 'distortion']",2,flute,2,synthetic,flute_synthetic_000-105-100.wav,1
285737,keyboard_synthetic_000-084-100,577,keyboard_synthetic_000,84,100,16000,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['bright', 'distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-084-100.wav,1
18097,brass_acoustic_016-075-075,128,brass_acoustic_016,75,75,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],1,brass,0,acoustic,brass_acoustic_016-075-075.wav,5
77787,guitar_acoustic_021-029-025,457,guitar_acoustic_021,29,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_021-029-025.wav,2
73973,mallet_acoustic_062-074-100,644,mallet_acoustic_062,74,100,16000,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['dark', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-074-100.wav,5
28262,keyboard_synthetic_000-065-050,577,keyboard_synthetic_000,65,50,16000,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-065-050.wav,5
250788,bass_synthetic_068-090-100,656,bass_synthetic_068,90,100,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],0,bass,2,synthetic,bass_synthetic_068-090-100.wav,3
243490,keyboard_synthetic_000-094-100,577,keyboard_synthetic_000,94,100,16000,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]","['bright', 'distortion', 'fast_decay', 'nonlinear_env', 'percussive']",4,keyboard,2,synthetic,keyboard_synthetic_000-094-100.wav,2
296441,organ_electronic_001-053-025,8,organ_electronic_001,53,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_001-053-025.wav,1
268076,bass_electronic_027-041-075,880,bass_electronic_027,41,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_027-041-075.wav,1
142961,keyboard_electronic_001-061-075,40,keyboard_electronic_001,61,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_001-061-075.wav,4
265237,bass_synthetic_009-022-127,150,bass_synthetic_009,22,127,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-022-127.wav,3
144962,reed_acoustic_011-067-127,104,reed_acoustic_011,67,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_011-067-127.wav,4
246734,organ_electronic_001-043-025,8,organ_electronic_001,43,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_001-043-025.wav,4
218326,keyboard_acoustic_004-105-025,327,keyboard_acoustic_004,105,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-105-025.wav,5
273349,bass_synthetic_009-032-127,150,bass_synthetic_009,32,127,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-032-127.wav,5
108502,string_acoustic_057-074-050,450,string_acoustic_057,74,50,16000,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","['bright', 'nonlinear_env', 'reverb']",8,string,0,acoustic,string_acoustic_057-074-050.wav,2
22310,brass_acoustic_015-054-050,121,brass_acoustic_015,54,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_015-054-050.wav,4
82807,reed_acoustic_011-052-025,104,reed_acoustic_011,52,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_011-052-025.wav,5
228710,organ_electronic_001-076-127,8,organ_electronic_001,76,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_001-076-127.wav,1
76159,reed_acoustic_037-068-050,387,reed_acoustic_037,68,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],7,reed,0,acoustic,reed_acoustic_037-068-050.wav,3
113225,string_acoustic_057-085-100,450,string_acoustic_057,85,100,16000,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","['bright', 'nonlinear_env', 'reverb']",8,string,0,acoustic,string_acoustic_057-085-100.wav,2
138571,organ_electronic_028-107-100,440,organ_electronic_028,107,100,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],6,organ,1,electronic,organ_electronic_028-107-100.wav,1
238825,keyboard_acoustic_004-058-127,327,keyboard_acoustic_004,58,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-058-127.wav,4
38849,string_acoustic_057-064-050,450,string_acoustic_057,64,50,16000,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","['bright', 'nonlinear_env', 'reverb']",8,string,0,acoustic,string_acoustic_057-064-050.wav,4
42155,brass_acoustic_006-030-075,43,brass_acoustic_006,30,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-030-075.wav,4
262805,bass_synthetic_009-017-025,150,bass_synthetic_009,17,25,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-017-025.wav,4
1595,guitar_acoustic_010-024-100,219,guitar_acoustic_010,24,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-024-100.wav,2
256752,bass_synthetic_009-092-050,150,bass_synthetic_009,92,50,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",['long_release'],0,bass,2,synthetic,bass_synthetic_009-092-050.wav,4
268922,keyboard_electronic_003-028-075,65,keyboard_electronic_003,28,75,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_003-028-075.wav,3
26583,reed_acoustic_011-036-100,104,reed_acoustic_011,36,100,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],7,reed,0,acoustic,reed_acoustic_011-036-100.wav,2
33612,brass_acoustic_046-079-100,414,brass_acoustic_046,79,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],1,brass,0,acoustic,brass_acoustic_046-079-100.wav,2
300727,keyboard_electronic_002-050-050,50,keyboard_electronic_002,50,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_002-050-050.wav,3
112858,mallet_acoustic_056-096-127,590,mallet_acoustic_056,96,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],5,mallet,0,acoustic,mallet_acoustic_056-096-127.wav,2
45787,guitar_acoustic_015-100-075,316,guitar_acoustic_015,100,75,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",3,guitar,0,acoustic,guitar_acoustic_015-100-075.wav,1
11048,brass_acoustic_016-060-050,128,brass_acoustic_016,60,50,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],1,brass,0,acoustic,brass_acoustic_016-060-050.wav,3
199949,bass_synthetic_068-074-075,656,bass_synthetic_068,74,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_068-074-075.wav,1
188180,guitar_electronic_022-059-075,378,guitar_electronic_022,59,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_022-059-075.wav,5
26123,brass_acoustic_006-085-127,43,brass_acoustic_006,85,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-085-127.wav,5
288333,keyboard_electronic_002-022-050,50,keyboard_electronic_002,22,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_002-022-050.wav,4
2705,brass_acoustic_006-042-075,43,brass_acoustic_006,42,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-042-075.wav,4
303175,keyboard_electronic_001-064-050,40,keyboard_electronic_001,64,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_001-064-050.wav,1
9626,guitar_acoustic_010-056-100,219,guitar_acoustic_010,56,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-056-100.wav,2
286725,bass_synthetic_034-038-050,420,bass_synthetic_034,38,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","['distortion', 'tempo-synced']",0,bass,2,synthetic,bass_synthetic_034-038-050.wav,5
50575,mallet_acoustic_062-057-127,644,mallet_acoustic_062,57,127,16000,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","['dark', 'long_release', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-057-127.wav,1
7118,organ_electronic_057-037-025,701,organ_electronic_057,37,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_057-037-025.wav,5
253197,keyboard_synthetic_000-082-025,577,keyboard_synthetic_000,82,25,16000,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-082-025.wav,5
31186,brass_acoustic_015-051-075,121,brass_acoustic_015,51,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_015-051-075.wav,4
153492,bass_synthetic_009-040-127,150,bass_synthetic_009,40,127,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-040-127.wav,5
19305,string_acoustic_057-071-075,450,string_acoustic_057,71,75,16000,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","['bright', 'nonlinear_env', 'reverb']",8,string,0,acoustic,string_acoustic_057-071-075.wav,3
157569,keyboard_electronic_002-082-127,50,keyboard_electronic_002,82,127,16000,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['distortion', 'fast_decay']",4,keyboard,1,electronic,keyboard_electronic_002-082-127.wav,1
20143,mallet_acoustic_056-044-050,590,mallet_acoustic_056,44,50,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",5,mallet,0,acoustic,mallet_acoustic_056-044-050.wav,2
241905,bass_electronic_018-024-100,759,bass_electronic_018,24,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_018-024-100.wav,4
194615,bass_synthetic_009-050-127,150,bass_synthetic_009,50,127,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-050-127.wav,3
234988,bass_synthetic_135-092-050,927,bass_synthetic_135,92,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_135-092-050.wav,4
264643,bass_electronic_018-050-025,759,bass_electronic_018,50,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_018-050-025.wav,1
262739,keyboard_electronic_002-055-075,50,keyboard_electronic_002,55,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_002-055-075.wav,3
131175,organ_electronic_001-055-100,8,organ_electronic_001,55,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_001-055-100.wav,1
140280,guitar_electronic_028-086-025,510,guitar_electronic_028,86,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,1,electronic,guitar_electronic_028-086-025.wav,4
122970,guitar_acoustic_030-075-100,642,guitar_acoustic_030,75,100,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","['long_release', 'tempo-synced']",3,guitar,0,acoustic,guitar_acoustic_030-075-100.wav,3
57543,guitar_electronic_028-096-025,510,guitar_electronic_028,96,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,1,electronic,guitar_electronic_028-096-025.wav,3
45827,vocal_synthetic_003-105-050,37,vocal_synthetic_003,105,50,16000,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['bright', 'distortion', 'long_release', 'nonlinear_env']",10,vocal,2,synthetic,vocal_synthetic_003-105-050.wav,1
112760,guitar_acoustic_010-101-075,219,guitar_acoustic_010,101,75,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],3,guitar,0,acoustic,guitar_acoustic_010-101-075.wav,4
80553,guitar_acoustic_021-077-050,457,guitar_acoustic_021,77,50,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],3,guitar,0,acoustic,guitar_acoustic_021-077-050.wav,3
150301,guitar_acoustic_015-051-025,316,guitar_acoustic_015,51,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],3,guitar,0,acoustic,guitar_acoustic_015-051-025.wav,4
304455,organ_electronic_028-032-075,440,organ_electronic_028,32,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-032-075.wav,3
111165,guitar_acoustic_021-096-100,457,guitar_acoustic_021,96,100,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",3,guitar,0,acoustic,guitar_acoustic_021-096-100.wav,2
48750,brass_acoustic_059-051-127,572,brass_acoustic_059,51,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_059-051-127.wav,2
84421,flute_synthetic_000-057-050,82,flute_synthetic_000,57,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-057-050.wav,1
150042,guitar_electronic_022-087-050,378,guitar_electronic_022,87,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,1,electronic,guitar_electronic_022-087-050.wav,1
73350,flute_synthetic_000-030-075,82,flute_synthetic_000,30,75,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-030-075.wav,2
24665,reed_acoustic_018-077-050,183,reed_acoustic_018,77,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_018-077-050.wav,5
45932,brass_acoustic_046-053-050,414,brass_acoustic_046,53,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],1,brass,0,acoustic,brass_acoustic_046-053-050.wav,4
257874,keyboard_electronic_098-083-075,905,keyboard_electronic_098,83,75,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],4,keyboard,1,electronic,keyboard_electronic_098-083-075.wav,1
190749,bass_synthetic_098-091-025,803,bass_synthetic_098,91,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_098-091-025.wav,1
76137,keyboard_acoustic_004-054-075,327,keyboard_acoustic_004,54,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-054-075.wav,1
156024,keyboard_electronic_001-058-025,40,keyboard_electronic_001,58,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_001-058-025.wav,5
30964,brass_acoustic_059-064-025,572,brass_acoustic_059,64,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_059-064-025.wav,4
77690,guitar_acoustic_015-064-127,316,guitar_acoustic_015,64,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],3,guitar,0,acoustic,guitar_acoustic_015-064-127.wav,4
51715,string_acoustic_080-040-100,675,string_acoustic_080,40,100,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",8,string,0,acoustic,string_acoustic_080-040-100.wav,4
123795,string_acoustic_014-041-075,100,string_acoustic_014,41,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",8,string,0,acoustic,string_acoustic_014-041-075.wav,5
114803,keyboard_electronic_098-044-127,905,keyboard_electronic_098,44,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_098-044-127.wav,5
